#"Step","Potential Energy (kJ/mole)","Temperature (K)","Harmonic Bond Energy (kJ/mol)","Harmonic Angle Energy (kJ/mol)","Periodic Torsion Energy (kJ/mol)","LJ 12-10 Contact Energy (kJ/mol)","Double Gaussian Contact Energy (kJ/mol)","LJ 12 Repulsion Energy (kJ/mol)"
1536000,-301.03333282470703,128.89873625026513,101.66868591308594,97.12307739257812,44.298892974853516,-404.11612701416016,-140.02914428710938,0.021267294883728027
1538000,-295.3086853027344,123.36897832004784,122.68122100830078,86.88233947753906,38.876365661621094,-401.2538146972656,-142.51394653320312,0.019159428775310516
1540000,-308.21077728271484,123.91113723376189,103.39826202392578,85.87915802001953,39.784950256347656,-394.97460174560547,-142.34165954589844,0.043122172355651855
1542000,-304.9052505493164,117.51204981093989,110.11306762695312,89.97606658935547,37.51075744628906,-398.62052154541016,-143.91539001464844,0.03078293427824974
1544000,-316.55339431762695,127.50125490224649,105.01065826416016,74.63603210449219,41.61041259765625,-396.6158332824707,-141.23727416992188,0.04262203723192215
1546000,-274.2967357635498,119.04901859096101,103.54788970947266,101.63462829589844,40.78734588623047,-385.19849967956543,-135.09085083007812,0.02276986837387085
1548000,-288.4546089172363,130.27643620166404,112.09899139404297,97.81417846679688,46.18284606933594,-402.57609939575195,-142.00404357910156,0.02953321486711502
1550000,-273.25292205810547,115.02018842218367,125.53074645996094,82.75679016113281,50.29306411743164,-392.77124786376953,-139.12245178222656,0.06013864278793335
1552000,-301.2766571044922,122.30727760389942,114.92642211914062,84.57978820800781,36.35437774658203,-397.8063507080078,-139.35699462890625,0.026087243109941483
1554000,-318.0518684387207,112.47678105888303,94.14445495605469,88.45365142822266,33.70297622680664,-397.8439826965332,-136.5431671142578,0.03418814018368721
1556000,-334.6942443847656,117.15107934279607,87.8249740600586,95.92093658447266,28.331899642944336,-406.9592590332031,-139.853759765625,0.040953513234853745
1558000,-267.0637798309326,118.58421294206349,107.14883422851562,96.36734008789062,46.544639587402344,-380.0554485321045,-137.1216583251953,0.05248762294650078
1560000,-274.31811714172363,117.56342427048469,118.76262664794922,86.0875244140625,51.06200408935547,-389.35656929016113,-140.91986083984375,0.046137385070323944
1562000,-326.62378883361816,128.889245753621,86.80868530273438,90.36604309082031,44.48414611816406,-407.90625953674316,-140.39828491210938,0.02189897559583187
1564000,-308.96729469299316,128.14452762538738,97.32583618164062,78.95181274414062,54.08650588989258,-397.55027198791504,-141.7985382080078,0.017327025532722473
1566000,-301.3761787414551,130.39109969605872,110.1093521118164,71.68069458007812,54.62897872924805,-398.4110298156738,-139.4384765625,0.05430039018392563
1568000,-265.8773498535156,129.19749251088984,120.58451843261719,92.81092071533203,51.21092224121094,-394.1988525390625,-136.30862426757812,0.023764465004205704
1570000,-303.9718208312988,119.01813445670093,111.80725860595703,81.63029479980469,43.49712371826172,-400.3040962219238,-140.64918518066406,0.04677750542759895
1572000,-294.2841682434082,121.41060862035955,113.19515228271484,89.42771911621094,45.137298583984375,-398.3769111633301,-143.68408203125,0.016670022159814835
1574000,-291.69742584228516,113.72958378757818,105.11404418945312,91.4853515625,45.156005859375,-392.08850860595703,-141.39407348632812,0.029731839895248413
1576000,-309.3324661254883,126.83249505016606,106.37525177001953,105.52485656738281,41.16429138183594,-417.6232376098633,-144.7916717529297,0.01807400956749916
1578000,-292.8563003540039,123.46171076316122,110.65589904785156,88.05624389648438,39.001468658447266,-394.1635208129883,-136.4347686767578,0.028387274593114853
1580000,-309.11377906799316,121.48103267919252,103.90709686279297,72.62687683105469,43.87861633300781,-388.46338844299316,-141.10475158691406,0.04177296906709671
1582000,-308.79444122314453,114.78256010741396,105.0088882446289,88.84725952148438,44.99798583984375,-411.54520416259766,-136.1752166748047,0.07184954732656479
1584000,-328.8288383483887,121.73406304092568,100.10076904296875,76.97016143798828,46.335548400878906,-409.87385177612305,-142.39794921875,0.03647498041391373
1586000,-310.6003875732422,127.11305928650057,107.12968444824219,89.57151794433594,44.96821594238281,-409.13282775878906,-143.18975830078125,0.052756309509277344
1588000,-303.8333339691162,131.6592587343841,98.07565307617188,90.50697326660156,45.874549865722656,-399.95128440856934,-138.36599731445312,0.026769716292619705
1590000,-290.15698623657227,120.56159793804,113.02852630615234,97.93534088134766,41.135250091552734,-397.63904190063477,-144.66241455078125,0.045316390693187714
1592000,-270.3555145263672,118.80027610421767,99.98143768310547,103.21508026123047,49.78539276123047,-385.1745147705078,-138.1839141845703,0.02101527526974678
1594000,-287.0768852233887,130.0882270754438,105.14331817626953,76.54144287109375,45.42233657836914,-376.2927665710449,-137.9095001220703,0.018260225653648376
1596000,-285.63793754577637,123.66393838201488,118.96614837646484,79.15301513671875,47.217628479003906,-391.4535503387451,-139.55177307128906,0.030599627643823624
1598000,-290.23562812805176,126.3170467390553,101.12925720214844,80.47205352783203,50.0122184753418,-380.55362129211426,-141.3168182373047,0.02122552879154682
1600000,-273.8561496734619,131.35249844044506,115.87965393066406,83.36327362060547,46.069461822509766,-382.1388187408447,-137.0621337890625,0.032416932284832
1602000,-242.2631607055664,116.11522021991968,125.04808044433594,97.17820739746094,51.177207946777344,-379.25989532470703,-136.435302734375,0.02855433151125908
1604000,-314.21032524108887,136.10490465517285,91.56524658203125,91.37628173828125,41.10638427734375,-393.1831340789795,-145.12411499023438,0.04902069643139839
1606000,-309.3322696685791,125.57880044347303,121.70256042480469,85.20655059814453,40.693328857421875,-414.2446231842041,-142.7274627685547,0.03739713132381439
1608000,-321.4767875671387,125.47212954805936,116.82553100585938,71.38861083984375,37.934661865234375,-407.2679557800293,-140.37844848632812,0.02080506458878517
1610000,-294.7629852294922,131.39164959768553,121.74464416503906,77.99877166748047,49.175636291503906,-400.74900817871094,-142.99551391601562,0.06250442564487457
1612000,-306.9441032409668,124.76876940339433,97.8018798828125,81.59288787841797,51.69791030883789,-396.5629692077637,-141.4980010986328,0.024184633046388626
1614000,-311.2057075500488,132.96615729395094,96.44127655029297,88.58814239501953,45.41249084472656,-402.7853889465332,-138.87677001953125,0.014538466930389404
1616000,-322.5887813568115,116.4754474563986,99.74118041992188,85.86698150634766,36.62519073486328,-403.5462703704834,-141.30386352539062,0.027996297925710678
1618000,-314.16466903686523,126.74639452037029,109.27383422851562,80.78923034667969,49.17569351196289,-409.371150970459,-144.05747985839844,0.025208499282598495
1620000,-304.2571830749512,123.61950456278694,102.38224792480469,93.47732543945312,43.904388427734375,-407.2762870788574,-136.77919006347656,0.03432667255401611
1622000,-314.35217475891113,125.24261960993707,107.40875244140625,74.5888671875,43.37751770019531,-397.0119342803955,-142.73846435546875,0.0230980534106493
1624000,-300.60772705078125,118.98560377844477,119.38078308105469,84.71192169189453,45.363895416259766,-408.24365234375,-141.86607360839844,0.04540228098630905
1626000,-272.99999237060547,122.59039169656123,132.78054809570312,80.62199401855469,51.154380798339844,-397.98433685302734,-139.6627655029297,0.09018470346927643
1628000,-286.17718505859375,130.7825312281303,118.37577056884766,83.94990539550781,30.395450592041016,-378.2956848144531,-140.63095092773438,0.02828231453895569
1630000,-285.00396728515625,122.07512633478339,114.84953308105469,92.53768920898438,43.008941650390625,-392.34588623046875,-143.08551025390625,0.03125319629907608
1632000,-291.26692962646484,115.28736305421663,105.56173706054688,92.04769897460938,41.633548736572266,-390.01241302490234,-140.55902099609375,0.061497483402490616
1634000,-310.9173946380615,124.00356094987599,103.1002197265625,78.41299438476562,44.212257385253906,-393.6625728607178,-143.00198364257812,0.02167387306690216
1636000,-297.32385635375977,122.05220049650444,107.84627532958984,86.17906951904297,37.76392364501953,-392.28857803344727,-136.8416290283203,0.01711895503103733
1638000,-291.22479248046875,120.8125015137782,93.71275329589844,101.03404235839844,48.29106140136719,-390.8612060546875,-143.43731689453125,0.035869207233190536
1640000,-329.8535041809082,109.95959262185355,102.49853515625,72.3236312866211,39.21955871582031,-399.6533088684082,-144.2594757080078,0.017570532858371735
1642000,-305.18337059020996,116.2188610170072,103.40935516357422,81.6790771484375,43.33097839355469,-393.7980556488037,-139.8266143798828,0.021882252767682076
1644000,-287.9583206176758,132.284831109567,99.37295532226562,95.04967498779297,42.460479736328125,-384.22669219970703,-140.68214416503906,0.06738926470279694
1646000,-271.3423843383789,127.34220332595709,116.60687255859375,91.64366149902344,40.13103485107422,-376.7469253540039,-142.99986267089844,0.022821815684437752
1648000,-258.6973819732666,112.34632675019246,115.82667541503906,103.02810668945312,44.938865661621094,-383.4123935699463,-139.11273193359375,0.0340941958129406
1650000,-285.35029220581055,131.9352949747294,119.69245910644531,86.82029724121094,38.960960388183594,-388.6742362976074,-142.1708984375,0.021134041249752045
1652000,-280.6972351074219,121.82598364637433,98.37411499023438,81.11415100097656,54.999977111816406,-373.7088623046875,-141.4966278076172,0.019996237009763718
1654000,-246.21252632141113,125.24366013426794,116.05499267578125,91.80413818359375,47.53582763671875,-361.86706733703613,-139.79910278320312,0.058677587658166885
1656000,-278.84559631347656,122.16105534957958,99.84634399414062,79.44088745117188,54.94989776611328,-371.7462615966797,-141.37876892089844,0.042325470596551895
1658000,-270.64779472351074,125.5034939243183,109.30140686035156,87.07892608642578,47.177734375,-372.3597240447998,-141.876220703125,0.030092202126979828
1660000,-283.6082172393799,118.1132327531806,87.11929321289062,84.00740814208984,50.68082046508789,-368.72070503234863,-136.7255401611328,0.030508102849125862
1662000,-280.31016731262207,120.11820879542499,118.87425231933594,88.60106658935547,53.28977966308594,-401.32580757141113,-139.81739807128906,0.06793702393770218
1664000,-316.4172878265381,121.81313145573814,94.50445556640625,86.08381652832031,38.20526123046875,-393.4805202484131,-141.79103088378906,0.06074589490890503
1666000,-283.3251037597656,123.96125391664302,116.52626037597656,92.57365417480469,43.963111877441406,-393.9225158691406,-142.48367309570312,0.018040305003523827
1668000,-289.2521343231201,117.98649460281455,92.0931396484375,85.92539978027344,54.85454559326172,-383.4385356903076,-139.1895294189453,0.5028428435325623
1670000,-309.3678035736084,121.36591181146557,96.0281753540039,89.92695617675781,37.38759231567383,-393.34943199157715,-139.3806915283203,0.019594812765717506
1672000,-291.7274475097656,130.4289473393023,89.70960235595703,101.842041015625,44.08537292480469,-391.435302734375,-135.9523162841797,0.023162446916103363
1674000,-279.4549026489258,136.09598587519397,102.91612243652344,88.10331726074219,44.036834716796875,-378.4958267211914,-136.04037475585938,0.02500757947564125
1676000,-279.98899841308594,140.97141408196327,104.52967834472656,98.9463119506836,48.55376434326172,-396.25022888183594,-135.7938995361328,0.025379620492458344
1678000,-277.0827522277832,134.92760282929862,103.98725891113281,97.06522369384766,37.3040771484375,-372.7352485656738,-142.7303466796875,0.02629370614886284
1680000,-269.1898822784424,123.54257436830275,121.28532409667969,92.0552978515625,48.73729705810547,-394.0098133087158,-137.33607482910156,0.0780685544013977
1682000,-240.13827896118164,117.49869450963823,122.08960723876953,108.5998306274414,48.589134216308594,-379.87053298950195,-139.5784454345703,0.032129839062690735
1684000,-296.9360771179199,116.24369638894828,90.14146423339844,83.23873901367188,50.39093017578125,-383.5009880065918,-137.32777404785156,0.12156639248132706
1686000,-300.97509765625,113.88635993153966,127.83027648925781,90.85392761230469,38.291229248046875,-411.17010498046875,-146.81564331054688,0.035222575068473816
1688000,-282.0942726135254,108.5812409134562,108.72411346435547,94.94883728027344,38.6589469909668,-381.3677101135254,-143.10560607910156,0.04717591777443886
1690000,-317.28466415405273,103.46793283658445,88.70304870605469,101.25277709960938,28.96820831298828,-397.6772117614746,-138.56629943847656,0.03482446074485779
1692000,-320.7647190093994,118.18793325267009,95.5723876953125,66.29215240478516,39.1224365234375,-382.16245460510254,-139.61131286621094,0.022088687866926193
1694000,-292.4876480102539,114.44398949821702,101.72560119628906,93.39257049560547,42.730224609375,-386.2481460571289,-144.12103271484375,0.033150553703308105
1696000,-273.8783130645752,127.76407305328976,105.30181884765625,85.32069396972656,41.890838623046875,-364.86815071105957,-141.5527801513672,0.029262691736221313
1698000,-289.2213706970215,131.2343817773919,105.1759262084961,85.10890197753906,41.72468566894531,-377.21584701538086,-144.04278564453125,0.027780942618846893
1700000,-284.5379409790039,127.58291891071946,107.08045959472656,82.51432800292969,40.07799530029297,-375.1702346801758,-139.065673828125,0.025162898004055023
1702000,-317.2663917541504,126.31208423840043,109.80670166015625,72.67149353027344,34.21294403076172,-389.94113540649414,-144.04164123535156,0.025260189548134804
1704000,-282.3114261627197,134.37440978394406,122.77465057373047,94.66448974609375,37.54895782470703,-393.9212284088135,-143.4124755859375,0.03415621817111969
1706000,-243.56753540039062,116.77788557234791,135.02340698242188,94.16690826416016,51.729248046875,-383.2332000732422,-141.287109375,0.03321511298418045
1708000,-284.2847213745117,118.37462161256062,101.85760498046875,93.1820297241211,47.14418411254883,-381.47139739990234,-145.04061889648438,0.04347548261284828
1710000,-266.33593368530273,122.13711185563636,108.32554626464844,90.8733139038086,42.78392791748047,-369.67531967163086,-138.659423828125,0.016015009954571724
1712000,-269.36379623413086,128.6163768236015,116.21995544433594,95.31005859375,47.65576934814453,-387.81594467163086,-140.75709533691406,0.023465098813176155
1714000,-277.7815361022949,130.34291541550635,105.90896606445312,100.28059387207031,44.140140533447266,-386.8462333679199,-141.28721618652344,0.02223057858645916
1716000,-272.11917304992676,134.97075600319624,104.91581726074219,97.24378204345703,45.13851547241211,-377.203950881958,-142.24688720703125,0.03354775160551071
1718000,-271.13282585144043,113.36306766778085,107.84243774414062,77.72879028320312,47.542545318603516,-362.92680168151855,-141.34518432617188,0.025395946577191353
1720000,-298.7744541168213,111.87289961398204,106.06227111816406,86.72732543945312,39.31310272216797,-387.2840976715088,-143.6210479736328,0.027984756976366043
1722000,-336.0691165924072,122.7158835045969,95.82444763183594,79.46784973144531,38.03294372558594,-405.445764541626,-143.9856719970703,0.03709506243467331
1724000,-311.5534324645996,130.04176937922065,98.3357162475586,85.54638671875,41.67276382446289,-392.44399642944336,-144.73895263671875,0.07462167739868164
1726000,-298.59502601623535,135.57612391142703,89.55766296386719,99.60899353027344,52.59394836425781,-400.456018447876,-139.92581176757812,0.026219654828310013
1728000,-279.7562789916992,136.76825606759942,98.64064025878906,101.59403228759766,56.31253433227539,-395.2232131958008,-141.12213134765625,0.04186396673321724
1730000,-260.97432708740234,124.56277988888293,106.58411407470703,86.85665893554688,52.26168441772461,-368.45931243896484,-138.25711059570312,0.03961906209588051
1732000,-286.29983711242676,133.4155494615517,108.71463012695312,83.14252471923828,47.76036834716797,-386.0546283721924,-139.8813018798828,0.018575182184576988
1734000,-315.13045501708984,121.71335546330813,91.65826416015625,78.6340103149414,44.73213577270508,-394.6953659057617,-135.51669311523438,0.057167112827301025
1736000,-254.38976860046387,111.50880757284564,117.2419204711914,92.16828918457031,59.423545837402344,-379.56677055358887,-143.70303344726562,0.046286143362522125
1738000,-280.35025215148926,125.58768492045195,116.79176330566406,79.12655639648438,55.54502487182617,-398.61058235168457,-133.27838134765625,0.0753670260310173
1740000,-346.18836975097656,128.47722098726493,97.86941528320312,79.97802734375,36.99351119995117,-415.90660095214844,-145.155517578125,0.03279620409011841
1742000,-349.53596115112305,115.80139350799739,88.19772338867188,88.91241455078125,36.32093811035156,-418.0832328796387,-144.9164581298828,0.03262116387486458
1744000,-325.39011001586914,119.13575944342193,95.28204345703125,85.7906494140625,35.2432861328125,-397.8094825744629,-143.91397094726562,0.017357978969812393
1746000,-323.2959518432617,120.7180882236688,99.73230743408203,75.53523254394531,43.96202087402344,-402.03600311279297,-140.51913452148438,0.029621094465255737
1748000,-282.2004623413086,119.33686649761161,119.90231323242188,87.65843963623047,44.236976623535156,-395.8602828979492,-138.16635131835938,0.028411662206053734
1750000,-266.5848751068115,138.95056718508985,109.17708587646484,93.11400604248047,51.57283020019531,-386.79759788513184,-133.67027282714844,0.019047684967517853
1752000,-281.24639892578125,124.61654412408873,112.025146484375,94.393310546875,43.70368957519531,-392.10194396972656,-139.2886505126953,0.02205098420381546
1754000,-295.0557441711426,120.19622525157328,103.49742126464844,94.18582153320312,48.69203567504883,-400.90349197387695,-140.5470733642578,0.01955822855234146
1756000,-333.94525146484375,128.03850848697218,92.12266540527344,77.43058013916016,45.01161193847656,-410.0235595703125,-138.51251220703125,0.025967324152588844
1758000,-313.34891510009766,117.37927433258814,116.8431396484375,74.28707122802734,35.58278274536133,-399.96497344970703,-140.11814880371094,0.021230392158031464
1760000,-299.7017478942871,126.96589941684964,104.11856842041016,82.03939056396484,37.79801940917969,-383.29613876342773,-140.39199829101562,0.030410535633563995
1762000,-290.27419090270996,122.81041113803937,107.33309936523438,93.44291687011719,38.71981430053711,-392.0929470062256,-137.69644165039062,0.01940528303384781
1764000,-308.2123317718506,122.43260933126881,110.97285461425781,86.39434051513672,35.99817657470703,-397.9864101409912,-143.6192169189453,0.02793177403509617
1766000,-307.9719867706299,115.3425337124191,97.52764892578125,90.34481811523438,38.887603759765625,-395.3471393585205,-139.44430541992188,0.05938916653394699
1768000,-284.05391120910645,109.01056582610455,108.18180847167969,94.25163269042969,45.53887939453125,-391.65074348449707,-140.4068603515625,0.03137744963169098
1770000,-317.9064254760742,120.45185120696696,99.45426177978516,81.07233428955078,36.29283142089844,-392.30464935302734,-142.44117736816406,0.019971581175923347
1772000,-305.4567451477051,115.30990012516317,96.25711059570312,79.52227783203125,48.04389190673828,-389.69353103637695,-139.6365966796875,0.050107792019844055
1774000,-334.04186248779297,120.29371437734206,105.01356506347656,76.03205108642578,42.651737213134766,-413.1751937866211,-144.6132049560547,0.049170710146427155
1776000,-323.839542388916,125.82846911121418,83.15989685058594,84.40584564208984,39.28948974609375,-390.31140518188477,-140.41317749023438,0.02978878654539585
1778000,-291.10407066345215,130.03038078324767,110.1253890991211,87.69917297363281,46.42615509033203,-396.7629146575928,-138.63986206054688,0.048007287085056305
1780000,-289.13172912597656,118.19886447531081,107.80437469482422,87.66259002685547,46.58531188964844,-392.8204803466797,-138.4216766357422,0.058127593249082565
1782000,-302.2052764892578,114.11055290467456,100.33010864257812,90.6558837890625,45.8862190246582,-404.02455139160156,-135.08468627929688,0.031757138669490814
1784000,-289.84679985046387,112.47130401322936,91.52865600585938,85.14808654785156,55.28208923339844,-384.458158493042,-137.36474609375,0.01727645844221115
1786000,-310.5229377746582,120.60953066325963,98.0695571899414,71.55077362060547,52.297542572021484,-391.1265754699707,-141.34542846679688,0.0312064066529274
1788000,-319.41974449157715,131.79434394806373,109.16183471679688,93.5577163696289,35.58260726928711,-413.7146968841553,-144.06246948242188,0.05528954416513443
1790000,-287.60442543029785,125.46723565340432,106.83968353271484,96.45164489746094,43.89228439331055,-391.7916202545166,-143.02247619628906,0.026081448420882225
1792000,-282.30666732788086,119.3648463112119,135.41424560546875,81.5809326171875,40.4317512512207,-395.861385345459,-143.90914916992188,0.03695036470890045
1794000,-291.2834987640381,134.67752252555843,120.99948120117188,82.61038208007812,48.30957794189453,-409.26564598083496,-133.96246337890625,0.025186648592352867
1796000,-275.8632926940918,117.7995889905912,132.272216796875,84.67192077636719,43.15704345703125,-392.547908782959,-143.44195556640625,0.025393130257725716
1798000,-306.42531394958496,135.73596445671458,114.72238159179688,85.7010498046875,38.385955810546875,-403.54274559020996,-141.7535400390625,0.061597105115652084
1800000,-302.0903739929199,117.5835143941037,117.22940063476562,85.73211669921875,34.805259704589844,-395.6372184753418,-144.2919921875,0.07203347235918045
1802000,-294.0564365386963,121.17093355992805,110.4931411743164,83.07804870605469,44.9278564453125,-389.7404270172119,-142.88485717773438,0.06982986629009247
1804000,-310.76733016967773,139.86433049692252,120.88679504394531,73.70036315917969,38.43940734863281,-405.23452377319336,-138.58438110351562,0.02500983700156212
1806000,-320.3639335632324,134.5959385574186,105.13130187988281,78.13160705566406,42.676795959472656,-400.17451095581055,-146.15982055664062,0.030704524368047714
1808000,-319.11546897888184,118.41997017845306,111.53225708007812,90.67872619628906,30.01117706298828,-406.5735378265381,-144.78976440429688,0.025665409862995148
1810000,-329.54481506347656,122.03534628921108,95.69353485107422,89.94426727294922,37.81380844116211,-412.1826629638672,-140.8729248046875,0.05914914980530739
1812000,-286.03729248046875,110.50241472689936,97.5053482055664,87.91204071044922,42.237247467041016,-377.647705078125,-136.09620666503906,0.05200926586985588
1814000,-278.46124839782715,115.4769099974337,103.29918670654297,84.41438293457031,52.83722686767578,-381.1332607269287,-137.8961181640625,0.017340797930955887
1816000,-267.4681396484375,130.84534002098133,104.82853698730469,93.57185363769531,40.42742919921875,-370.22021484375,-136.09523010253906,0.019489627331495285
1818000,-255.37880516052246,127.8175285614963,109.75923919677734,94.498291015625,53.884727478027344,-371.76894187927246,-141.7715606689453,0.019432304427027702
1820000,-292.0570640563965,119.4929451472414,114.82794189453125,68.38002014160156,54.6303825378418,-387.3547019958496,-142.57009887695312,0.029384545981884003
1822000,-279.6381778717041,125.35571660066883,118.71638488769531,96.40943908691406,43.77350616455078,-396.9142093658447,-141.71798706054688,0.09467462450265884
1824000,-269.4711608886719,129.01812212431528,105.42344665527344,90.10873413085938,50.316307067871094,-381.07884216308594,-134.26348876953125,0.022675015032291412
1826000,-284.55370330810547,118.65604342389311,104.29290771484375,80.07833862304688,58.358543395996094,-384.42977142333984,-142.8739013671875,0.02018750086426735
1828000,-326.9961242675781,131.8784434695309,94.06306457519531,76.89454650878906,44.01325225830078,-396.74139404296875,-145.2565155029297,0.030932558700442314
1830000,-242.9818229675293,126.02164073808933,103.72992706298828,89.03407287597656,58.953338623046875,-362.3000602722168,-132.6351318359375,0.23606060445308685
1832000,-256.9982032775879,120.62430382189126,101.62576293945312,87.99668884277344,60.95549392700195,-381.62948989868164,-126.0816879272461,0.1350228190422058
1834000,-270.60811042785645,111.7093657790366,116.37440490722656,98.5740966796875,50.694637298583984,-400.6063861846924,-135.6809539794922,0.03609754145145416
1836000,-262.748592376709,117.16951148808569,113.05831909179688,113.01751708984375,45.924293518066406,-392.7045707702637,-142.10342407226562,0.05927567183971405
1838000,-309.12148666381836,120.85490002167765,115.52742767333984,78.92061614990234,48.549049377441406,-406.590389251709,-145.56625366210938,0.038076840341091156
1840000,-280.13037872314453,113.01650445960286,108.0969467163086,94.9864501953125,53.69169998168945,-395.4515914916992,-141.4791717529297,0.025297224521636963
1842000,-313.28296089172363,119.72135738936629,103.71595764160156,88.08397674560547,46.809608459472656,-409.14099311828613,-142.884033203125,0.1325131058692932
1844000,-329.02935791015625,133.44450119348303,84.40791320800781,69.17615509033203,56.17250442504883,-398.0937194824219,-140.73565673828125,0.043469756841659546
1846000,-301.6102828979492,132.311530277837,102.06511688232422,79.74317169189453,53.378387451171875,-399.14904022216797,-137.92510986328125,0.2771824896335602
1848000,-269.61089515686035,119.04922440896053,116.56588745117188,97.06015014648438,51.155540466308594,-395.43084144592285,-138.9818572998047,0.020239032804965973
1850000,-273.91160774230957,132.09258566368965,98.88619995117188,90.0091323852539,49.669036865234375,-370.75914192199707,-141.73135375976562,0.01450238935649395
1852000,-267.40466117858887,121.66160367076422,115.8824462890625,85.4585189819336,52.616512298583984,-384.88412284851074,-136.5082244873047,0.030219364911317825
1854000,-271.7925052642822,121.27124696602344,127.872802734375,83.41838836669922,49.63172912597656,-390.8161869049072,-141.9386444091797,0.03942105174064636
1856000,-302.7629337310791,124.57742726984817,102.46360778808594,94.61004638671875,39.12770080566406,-400.9505252838135,-138.0773162841797,0.06354210525751114
1858000,-289.6949062347412,121.85320879397642,110.46940612792969,91.46867370605469,50.88820266723633,-400.34959983825684,-142.20399475097656,0.03237895295023918
1860000,-264.77779388427734,129.02100357630846,110.63896179199219,98.92349243164062,42.486141204833984,-380.5434036254883,-136.3037567138672,0.020761052146553993
1862000,-297.70533561706543,129.06476276987132,105.3121337890625,95.23240661621094,41.27911376953125,-398.44532585144043,-141.14027404785156,0.05663132667541504
1864000,-253.40756034851074,115.4426756035149,112.36192321777344,106.89376831054688,49.85343933105469,-382.36100578308105,-140.16937255859375,0.013688848353922367
1866000,-297.03840255737305,123.28060235792412,88.58741760253906,90.9508056640625,44.40252685546875,-380.28461837768555,-140.71371459960938,0.019179239869117737
1868000,-313.44835662841797,127.18495837433005,100.74382781982422,83.63964080810547,44.3307991027832,-401.58129119873047,-140.66314697265625,0.08181053400039673
1870000,-308.2017345428467,122.49393166079003,98.44586181640625,82.64508819580078,49.04988098144531,-403.84229850769043,-134.52456665039062,0.024288801476359367
1872000,-295.05323791503906,140.38719969034898,107.638427734375,77.94558715820312,41.20191955566406,-383.1401824951172,-138.74932861328125,0.05032180994749069
1874000,-288.03984451293945,122.8202217960161,107.27066040039062,89.05315399169922,46.177406311035156,-391.2630195617676,-139.30691528320312,0.028866251930594444
1876000,-271.1854133605957,111.38656311546892,125.70187377929688,82.85868835449219,43.344451904296875,-385.2777290344238,-137.83665466308594,0.023948349058628082
1878000,-293.7789134979248,122.15762504958772,114.97078704833984,82.03791809082031,42.688716888427734,-398.0945873260498,-135.41268920898438,0.030931048095226288
1880000,-305.7012748718262,113.0448959092022,115.42739868164062,76.87857055664062,45.491416931152344,-404.9062919616699,-138.76217651367188,0.1697978377342224
1882000,-259.32903480529785,125.49013862301666,126.01866149902344,82.29780578613281,51.12837219238281,-380.31731605529785,-138.49591064453125,0.03933786228299141
1884000,-303.34967613220215,130.62971136349276,125.76971435546875,89.29759216308594,36.25318908691406,-413.1908321380615,-141.50172424316406,0.022414838895201683
1886000,-283.0650405883789,129.9055064292105,100.85932922363281,86.49616241455078,46.50370788574219,-379.31412506103516,-137.6269073486328,0.016818052157759666
1888000,-251.33282279968262,128.55321356641804,137.53448486328125,80.10643768310547,46.34138870239258,-375.19174003601074,-140.1507110595703,0.0273631289601326
1890000,-300.1878547668457,126.77608948396652,95.63082885742188,86.5611572265625,51.2264404296875,-394.07109451293945,-139.5876922607422,0.05250316485762596
1892000,-279.13869285583496,120.69846690771536,108.65946960449219,92.84126281738281,46.81244659423828,-388.24184226989746,-139.23928833007812,0.02925768867135048
1894000,-299.5073356628418,124.02508036515829,98.39678955078125,86.09257507324219,60.913116455078125,-401.5736198425293,-143.3569793701172,0.020827393978834152
1896000,-327.0952606201172,121.78959959779397,89.43408966064453,91.2010498046875,34.53407287597656,-402.9326934814453,-139.37828063964844,0.04649460315704346
1898000,-298.1293182373047,127.47035933365311,105.49827575683594,87.30183410644531,45.64277648925781,-396.1342010498047,-140.4607391357422,0.022758588194847107
1900000,-279.398286819458,125.36665925764287,112.81288146972656,80.23297119140625,45.05445861816406,-381.2902240753174,-136.4683380126953,0.25996461510658264
1902000,-302.2945861816406,130.80836138706903,102.38771057128906,84.5220947265625,44.55718994140625,-396.20819091796875,-137.5841522216797,0.030743645504117012
1904000,-294.9318675994873,122.34593708480772,111.28075408935547,86.11045837402344,43.52480697631836,-397.6496105194092,-138.2652587890625,0.06696628034114838
1906000,-280.02607917785645,133.6047533747696,90.35758209228516,88.16252136230469,51.15180969238281,-373.01414680480957,-136.70291137695312,0.01906997710466385
1908000,-257.91218757629395,127.14971775908029,106.64974212646484,103.85974884033203,48.94291687011719,-381.1515369415283,-136.26248168945312,0.04945269972085953
1910000,-282.02038192749023,116.56285150019129,100.9433822631836,106.301513671875,47.356163024902344,-399.28693771362305,-137.38059997558594,0.046075958758592606
1912000,-291.53459548950195,108.13971556717011,108.18852233886719,90.27763366699219,37.2176513671875,-385.2488899230957,-141.99429321289062,0.02476816065609455
1914000,-335.8033809661865,117.51716095792776,96.34703063964844,86.1522216796875,34.73827362060547,-413.62799644470215,-139.44667053222656,0.033762603998184204
1916000,-330.2779960632324,120.36737435250066,101.4320068359375,77.27485656738281,45.36434555053711,-412.96772384643555,-141.39797973632812,0.016511432826519012
1918000,-297.7397994995117,118.28473631844048,120.988037109375,76.74467468261719,44.12434005737305,-399.5642623901367,-140.05929565429688,0.0266896802932024
1920000,-338.54748725891113,118.25666503017374,95.17994689941406,73.32679748535156,33.155609130859375,-399.52820014953613,-140.70840454101562,0.026761993765830994
