#"Step","Potential Energy (kJ/mole)","Temperature (K)","Harmonic Bond Energy (kJ/mol)","Harmonic Angle Energy (kJ/mol)","Periodic Torsion Energy (kJ/mol)","LJ 12-10 Contact Energy (kJ/mol)","Double Gaussian Contact Energy (kJ/mol)","LJ 12 Repulsion Energy (kJ/mol)"
388000,-316.02612113952637,116.46880410874769,129.9873046875,78.64247131347656,29.929121017456055,-410.70236015319824,-143.91038513183594,0.02775457128882408
390000,-294.0031967163086,115.10977642363783,106.96177673339844,102.14104461669922,33.43112564086914,-396.2950668334961,-140.27195739746094,0.029905425384640694
392000,-298.73572731018066,125.79660162428976,110.3277587890625,78.59476470947266,46.15406036376953,-394.4037570953369,-139.43179321289062,0.023264557123184204
394000,-248.53784942626953,122.51545107607231,122.15127563476562,91.59333801269531,52.92155838012695,-376.9690170288086,-138.26702880859375,0.03201349452137947
396000,-272.7873992919922,135.80712031287914,122.95503234863281,94.24352264404297,47.23665237426758,-396.4252471923828,-140.82472229003906,0.027372654527425766
398000,-295.4903755187988,124.61760751708621,106.33123016357422,86.57408142089844,50.711204528808594,-396.80766677856445,-142.337646484375,0.03843960538506508
400000,-304.75697326660156,118.26989455380901,100.35713195800781,99.85064697265625,36.702823638916016,-403.2839813232422,-138.40829467773438,0.02467050962150097
402000,-262.8418369293213,121.51140226845382,119.26264953613281,96.43121337890625,43.93553924560547,-383.95029640197754,-138.53860473632812,0.017674777656793594
404000,-285.7882766723633,117.72582610643282,107.58328247070312,85.02595520019531,47.79818344116211,-387.3103713989258,-139.03793334960938,0.15260395407676697
406000,-264.4955024719238,130.06533554016474,117.56617736816406,84.69064331054688,62.646461486816406,-388.1114082336426,-141.34620666503906,0.0588495135307312
408000,-289.35106468200684,124.86306835017066,111.15251159667969,74.62480163574219,56.41067886352539,-391.95262718200684,-139.60491943359375,0.01851772889494896
410000,-272.19157791137695,115.25007569330506,112.81759643554688,98.50213623046875,44.77474594116211,-391.71770095825195,-136.60281372070312,0.03447919711470604
412000,-284.92513275146484,124.39135636395619,103.80876159667969,98.77013397216797,41.419151306152344,-388.36194610595703,-140.5924835205078,0.03126289322972298
414000,-272.97236824035645,123.52325034501526,113.45414733886719,94.349853515625,51.94118881225586,-397.3710346221924,-135.4152069091797,0.06870087236166
416000,-266.8572425842285,123.13381982127228,98.55341339111328,77.13348388671875,59.10894012451172,-367.22104263305664,-134.45712280273438,0.025098539888858795
418000,-327.1033592224121,126.3042974574189,101.86553955078125,82.56626892089844,36.040199279785156,-403.7418785095215,-143.84872436523438,0.01524208951741457
420000,-270.03577041625977,105.14242234327939,110.51932525634766,94.01278686523438,52.221214294433594,-390.9551124572754,-135.88088989257812,0.04690562188625336
422000,-306.1866149902344,122.88460852686337,114.74826049804688,81.50464630126953,51.227943420410156,-410.246826171875,-143.46484375,0.04420778155326843
424000,-310.13434410095215,119.12462240278168,107.37128448486328,74.36497497558594,46.3465576171875,-391.1939754486084,-147.06541442871094,0.04225315526127815
426000,-345.88164710998535,121.32690930055809,95.99644470214844,83.38035583496094,37.60295104980469,-417.92315101623535,-144.9600067138672,0.021746886894106865
428000,-310.442440032959,130.36647014211715,101.53620910644531,76.73997497558594,47.757789611816406,-392.41991806030273,-144.08367919921875,0.02715888060629368
430000,-296.69313049316406,113.23014354309613,112.29158020019531,86.38726806640625,47.29753112792969,-400.86631774902344,-141.8296661376953,0.026456233114004135
432000,-325.87556076049805,124.1758420498007,105.33270263671875,74.09825134277344,40.883941650390625,-405.3593864440918,-140.8751678466797,0.04408669099211693
434000,-312.1111145019531,126.93426061659136,95.18777465820312,85.44700622558594,45.41967010498047,-396.2597351074219,-141.94635009765625,0.040519751608371735
436000,-334.7028121948242,115.82696067727008,88.61185455322266,77.83684539794922,38.92633819580078,-400.30452728271484,-139.8567657470703,0.08343299478292465
438000,-345.74327659606934,119.78510379754842,110.74034118652344,76.13239288330078,30.03080940246582,-420.63255882263184,-142.03904724121094,0.024773407727479935
440000,-307.0038719177246,124.04673699244026,108.92129516601562,77.63822937011719,43.2253303527832,-398.81310653686523,-138.00794982910156,0.032313764095306396
442000,-312.7743282318115,115.72033551918965,108.23900604248047,91.65054321289062,39.01756286621094,-407.42487144470215,-144.28648376464844,0.02992825210094452
444000,-274.70595359802246,123.27694337126613,108.25619506835938,97.814453125,46.04363250732422,-384.3748073577881,-142.4835205078125,0.03807434067130089
446000,-328.0492973327637,126.80541854889694,108.11430358886719,87.38697814941406,32.701866149902344,-415.79987716674805,-140.47564697265625,0.023048125207424164
448000,-313.55204582214355,117.7299996380896,110.5256576538086,69.43524169921875,39.58498764038086,-391.4363536834717,-141.69366455078125,0.032089050859212875
450000,-335.4530143737793,126.98789907413077,105.71170806884766,75.90950775146484,39.23370361328125,-412.6395378112793,-143.68350219726562,0.015092101879417896
452000,-336.0062789916992,134.36043702864387,99.81169128417969,75.69854736328125,39.399131774902344,-413.7999496459961,-137.13453674316406,0.018827348947525024
454000,-332.44470024108887,137.0783323181973,111.5157699584961,72.59748840332031,39.14487075805664,-409.3696575164795,-146.35975646972656,0.026584960520267487
456000,-281.31268310546875,113.28144939664111,113.0701904296875,105.13458251953125,44.13924026489258,-400.7769317626953,-142.90496826171875,0.025217171758413315
458000,-314.26220703125,130.38156346208135,113.74089813232422,75.89759063720703,40.761268615722656,-402.23858642578125,-142.49378967285156,0.07042968273162842
460000,-324.82807540893555,117.69302100417731,106.20585632324219,87.89604949951172,31.591110229492188,-408.8675956726074,-141.6815185546875,0.027992352843284607
462000,-276.0222988128662,125.75998888904327,107.02661895751953,92.56700134277344,53.21324157714844,-389.43984031677246,-139.41513061523438,0.0257919579744339
464000,-257.19026947021484,123.72069841254692,100.27932739257812,100.23696899414062,56.20496368408203,-378.96724700927734,-135.00498962402344,0.060693345963954926
466000,-290.4752902984619,136.09206389886995,112.8778076171875,87.56285095214844,46.92996597290039,-400.0480136871338,-137.92105102539062,0.12314864993095398
468000,-302.24163818359375,122.33620646716413,107.20425415039062,94.18479919433594,46.03092575073242,-410.9864501953125,-138.71112060546875,0.03592440113425255
470000,-279.2830562591553,117.96216234153893,100.28118896484375,96.5997314453125,54.23402404785156,-387.5254726409912,-142.93505859375,0.0625273734331131
472000,-268.39634704589844,115.9779624829119,105.94404602050781,78.75316619873047,50.64421081542969,-369.4125213623047,-134.43692016601562,0.11168483644723892
474000,-267.63310050964355,113.29026526762019,117.87995910644531,89.41165161132812,51.236183166503906,-388.65296745300293,-137.55401611328125,0.046098750084638596
476000,-295.1338539123535,120.9794313457156,95.15684509277344,85.31570434570312,54.43440246582031,-389.485294342041,-140.5924530029297,0.036966472864151
478000,-326.89926528930664,128.32390944629523,88.8733901977539,90.66777038574219,35.790672302246094,-402.06027603149414,-140.20254516601562,0.0316956490278244
480000,-277.4606876373291,124.8231739612653,101.52020263671875,94.55889892578125,48.4912109375,-381.7894535064697,-140.2918701171875,0.05031672865152359
482000,-280.1456832885742,115.7680967294097,107.46891784667969,88.55491638183594,43.75328826904297,-380.6340866088867,-139.31228637695312,0.02356545627117157
484000,-292.3784980773926,125.15296300248308,103.25672912597656,91.65437316894531,42.05329513549805,-390.02067947387695,-139.34011840820312,0.01791219785809517
486000,-301.6630401611328,108.77825447632223,102.92066955566406,86.02900695800781,46.32936096191406,-393.4453582763672,-143.51446533203125,0.017707712948322296
488000,-333.2456474304199,115.30845939916658,93.77367401123047,86.77557373046875,45.48689270019531,-415.1377983093262,-144.17190551757812,0.027924543246626854
490000,-322.74910736083984,132.558729129584,97.70228576660156,86.16876220703125,35.904170989990234,-399.42211151123047,-143.11390686035156,0.011691512539982796
492000,-309.2913703918457,124.60583015378081,104.35052490234375,83.5336685180664,44.583030700683594,-401.92436599731445,-139.86463928222656,0.030393192544579506
494000,-304.18653297424316,123.86754955519861,107.5702133178711,93.14151000976562,45.95027160644531,-407.9443759918213,-142.94207763671875,0.03789316490292549
496000,-285.6293601989746,136.4768406489573,109.68850708007812,94.97120666503906,42.841461181640625,-393.07751083374023,-140.06832885742188,0.015298048034310341
498000,-279.72747230529785,125.46148418375128,120.19349670410156,87.50658416748047,50.42768478393555,-398.2994785308838,-139.7637176513672,0.20795364677906036
500000,-285.180814743042,126.56453144913496,134.70289611816406,85.40895080566406,42.509552001953125,-404.485258102417,-143.3435821533203,0.026640895754098892
502000,-297.88930892944336,135.91955411227912,107.43538665771484,71.47895812988281,53.340362548828125,-385.5810203552246,-144.60682678222656,0.04383338615298271
504000,-301.9492893218994,129.53336461742654,99.55364990234375,89.4395980834961,46.332977294921875,-401.30530738830566,-136.00531005859375,0.035090066492557526
506000,-270.53931427001953,113.84628259330137,130.87342834472656,86.8099365234375,41.474464416503906,-391.02355194091797,-138.70169067382812,0.028096545487642288
508000,-285.27478408813477,114.92863371540082,120.59232330322266,79.85694885253906,43.87721252441406,-387.68698501586914,-141.9523468017578,0.03805888071656227
510000,-285.643367767334,123.2702428519487,108.5311279296875,90.02674865722656,49.11821746826172,-391.7209129333496,-141.6356964111328,0.03712929040193558
512000,-287.3510208129883,119.41100671476907,113.8775405883789,84.3138198852539,41.96805953979492,-383.8689651489258,-143.71080017089844,0.06933463364839554
514000,-276.8647346496582,120.73219819096869,109.96185302734375,84.1680908203125,52.13768005371094,-380.9886665344238,-142.2001190185547,0.056439511477947235
516000,-284.05600357055664,127.74751613866239,106.82955932617188,85.31459045410156,51.75205612182617,-386.664737701416,-141.35272216796875,0.06524202227592468
518000,-312.9609565734863,129.75612829889815,101.40476989746094,83.66468048095703,40.586578369140625,-392.8987617492676,-145.76483154296875,0.04662426933646202
520000,-274.6998405456543,110.03750616900209,114.18414306640625,80.59986877441406,48.71788024902344,-379.8592185974121,-138.56243896484375,0.21994110941886902
522000,-285.11217880249023,119.25871282946363,103.29023742675781,93.55876922607422,47.552825927734375,-389.41262435913086,-140.14920043945312,0.04783221334218979
524000,-257.29021644592285,126.99921906410394,125.74727630615234,85.65833282470703,57.00316619873047,-386.21409034729004,-139.71669006347656,0.23177874088287354
526000,-258.2701721191406,124.30458120849535,111.50019836425781,75.34481811523438,60.84675598144531,-370.92633056640625,-135.10386657714844,0.0682671070098877
528000,-274.5462112426758,120.03051889329966,112.09061431884766,82.33914184570312,53.19309997558594,-376.37406158447266,-145.86024475097656,0.06523898243904114
530000,-294.9173927307129,111.75542327359402,109.20262908935547,94.81831359863281,45.816810607910156,-400.6904640197754,-144.66592407226562,0.6012476086616516
532000,-283.02418518066406,117.54723325452309,112.00055694580078,95.97178649902344,41.60108184814453,-396.283203125,-136.34771728515625,0.03331229090690613
534000,-296.5449523925781,114.35668836342408,94.49737548828125,87.12299346923828,51.73908996582031,-393.4809265136719,-136.4708251953125,0.047349411994218826
536000,-294.12913513183594,115.59016706883173,108.15789031982422,89.27288818359375,56.76362991333008,-408.45042419433594,-139.92446899414062,0.05136089026927948
538000,-325.0073528289795,127.88101198001242,97.02885437011719,70.92266845703125,43.966251373291016,-395.15682792663574,-141.80813598632812,0.03983226791024208
540000,-293.1105899810791,129.16770607262717,101.13943481445312,83.64039611816406,44.98646545410156,-382.79729652404785,-140.12652587890625,0.046928323805332184
542000,-337.9518356323242,122.56642533395141,97.72053527832031,82.52085876464844,36.13935852050781,-410.94408416748047,-143.4187774658203,0.030285798013210297
544000,-289.9696578979492,113.34062207150075,101.08145904541016,86.0553207397461,44.2060661315918,-386.7329330444336,-134.7147979736328,0.1352391242980957
546000,-293.7996120452881,110.25056210149674,109.60861206054688,83.16093444824219,46.349708557128906,-390.17943382263184,-142.84735107421875,0.10790126025676727
548000,-257.65088272094727,120.93596944481868,115.57888793945312,80.98396301269531,53.35206985473633,-375.39877700805664,-132.197509765625,0.030478108674287796
550000,-308.45811653137207,116.81151394660148,119.35801696777344,76.96095275878906,44.726383209228516,-403.85505867004395,-145.68434143066406,0.03591908514499664
552000,-256.1012325286865,119.70254791107757,138.74298095703125,93.12525939941406,44.480369567871094,-389.50043296813965,-142.98513793945312,0.03572409972548485
554000,-280.70764923095703,128.95470731179904,107.81843566894531,91.46345520019531,46.29381561279297,-382.0573501586914,-144.25344848632812,0.027471013367176056
556000,-318.19377517700195,129.4937560868538,106.33876037597656,81.14459228515625,40.84204864501953,-400.4251289367676,-146.18765258789062,0.09360992908477783
558000,-265.1427688598633,124.47416380575977,120.32495880126953,100.79759216308594,42.509010314941406,-391.5722885131836,-137.2615966796875,0.05954033508896828
560000,-310.59906005859375,123.0563865161226,102.93799591064453,73.51732635498047,48.56248474121094,-393.8297119140625,-141.86952209472656,0.08235915005207062
562000,-322.0907287597656,117.1341793981695,94.81554412841797,89.63851165771484,36.70096206665039,-397.00714111328125,-146.26876831054688,0.03013135865330696
564000,-287.2225036621094,123.05663807145534,116.45585632324219,88.14324951171875,37.36244201660156,-388.31280517578125,-140.91278076171875,0.041547246277332306
566000,-293.7574462890625,129.29150559933353,108.1279296875,90.32899475097656,39.02628707885742,-387.8934631347656,-143.36880493164062,0.02158825285732746
568000,-268.0093002319336,132.70976523822574,127.29701232910156,97.03270721435547,52.48335266113281,-398.9506607055664,-145.9293212890625,0.057614635676145554
570000,-254.65889358520508,124.95143287796108,131.5259246826172,99.31143188476562,49.7647819519043,-391.0053596496582,-144.30101013183594,0.04535582661628723
572000,-297.0493679046631,129.00091345268945,118.5190200805664,82.16578674316406,44.24188995361328,-397.8868007659912,-144.17466735839844,0.0854070633649826
574000,-300.9851531982422,113.25874081069496,98.71820831298828,92.8380355834961,52.58500671386719,-405.47679138183594,-139.68365478515625,0.03404296562075615
576000,-304.2405490875244,116.63071426836365,95.77511596679688,72.46951293945312,58.880706787109375,-390.4756565093994,-140.90725708007812,0.016991600394248962
578000,-326.6830825805664,122.60097988920278,83.78411865234375,81.38636779785156,45.53144454956055,-395.81497955322266,-141.5965118408203,0.026455212384462357
580000,-313.1920413970947,129.5323812647622,106.20057678222656,82.85174560546875,50.55045700073242,-409.5105228424072,-143.32720947265625,0.042883433401584625
582000,-293.1028137207031,125.34922189935088,97.4521255493164,79.41828155517578,58.26904296875,-391.1361389160156,-137.13494873046875,0.02878728322684765
584000,-280.6988220214844,118.60630407401108,106.51744079589844,84.78887939453125,57.85960388183594,-393.86895751953125,-136.11178588867188,0.11600978672504425
586000,-299.09681701660156,121.02282464061267,104.27348327636719,94.13259887695312,47.407291412353516,-404.17994689941406,-140.75711059570312,0.02686532773077488
588000,-270.45842361450195,115.93476357168105,111.72061920166016,93.61772155761719,53.76176452636719,-390.4666938781738,-139.1529541015625,0.06112660467624664
590000,-283.66511154174805,122.72408192157746,98.07352447509766,91.63195037841797,51.30605697631836,-383.9717216491699,-140.78927612304688,0.08435545116662979
592000,-320.9444694519043,127.55459606711997,112.93970489501953,93.95993041992188,42.313480377197266,-424.4352836608887,-145.75759887695312,0.03528044372797012
594000,-297.0271530151367,117.50871098561447,108.00572204589844,73.97891235351562,47.53923797607422,-392.36998748779297,-134.2025146484375,0.021464861929416656
596000,-286.79014778137207,116.7040883851896,106.98505401611328,83.74418640136719,46.90495300292969,-385.7779712677002,-138.66836547851562,0.021977141499519348
598000,-282.3814239501953,136.47366190429815,117.03823852539062,93.45748901367188,44.99275588989258,-393.9785614013672,-143.92233276367188,0.03097815066576004
600000,-289.62109375,129.92121720317326,124.05033874511719,81.41574096679688,45.215782165527344,-398.3822021484375,-141.94107055664062,0.020307935774326324
602000,-275.82982635498047,130.80892166940103,105.17529296875,93.48153686523438,53.143592834472656,-391.1177291870117,-136.58590698242188,0.0734042227268219
604000,-281.78633880615234,118.709213073767,100.36325073242188,96.32264709472656,50.8272705078125,-389.2831344604492,-140.19029235839844,0.17389120161533356
606000,-264.69384002685547,135.2206190546036,95.30393981933594,100.29837036132812,57.36236572265625,-381.34915924072266,-136.3341522216797,0.024802614003419876
608000,-249.94149780273438,116.28435687818518,135.56365966796875,102.35686492919922,49.05497741699219,-399.5491180419922,-137.38954162597656,0.021643422544002533
610000,-313.45318031311035,131.69559704563127,99.33651733398438,86.80048370361328,39.68408203125,-398.14690589904785,-141.18519592285156,0.057859960943460464
612000,-302.80615615844727,121.4125524570216,112.3144760131836,95.13209533691406,36.42256546020508,-403.6372718811035,-143.056884765625,0.018880996853113174
614000,-314.3164405822754,125.1274415705436,98.4316635131836,83.93019104003906,35.2000846862793,-391.1277198791504,-140.8060760498047,0.05539603531360626
616000,-273.48648834228516,121.5522114040237,115.3172378540039,91.87152862548828,37.31069564819336,-377.0839157104492,-140.92527770996094,0.02324664406478405
618000,-250.74494171142578,121.2332506764469,116.66653442382812,89.76207733154297,51.92529296875,-374.59107208251953,-134.5361328125,0.02836565114557743
620000,-299.2455234527588,123.1150789489834,104.03541564941406,85.42050170898438,38.70359802246094,-385.1743564605713,-142.31509399414062,0.08438308537006378
622000,-298.47508239746094,125.28316575584093,128.7602996826172,73.58073425292969,47.86473083496094,-405.9757843017578,-142.7364501953125,0.03139475733041763
624000,-317.4338150024414,112.90783255586062,101.6416015625,73.59486389160156,46.42686080932617,-396.84473419189453,-142.27398681640625,0.021583296358585358
626000,-289.59156799316406,107.26766470323854,114.45182037353516,89.40237426757812,49.25511169433594,-404.10597229003906,-138.6174774169922,0.022591402754187584
628000,-296.87251472473145,115.54607627960297,119.09979248046875,80.48004150390625,42.143165588378906,-393.9966297149658,-144.62705993652344,0.0281781405210495
630000,-310.46528244018555,128.1329560800815,108.56719970703125,67.61090087890625,42.15284729003906,-388.9042778015137,-139.93003845214844,0.038090020418167114
632000,-312.8332405090332,118.09971737121266,103.93333435058594,89.97602844238281,38.1220703125,-403.1989631652832,-141.69137573242188,0.02564765140414238
634000,-282.88623428344727,123.10282134367912,128.77188110351562,88.35400390625,41.44784927368164,-401.52702713012695,-139.9601287841797,0.027186471968889236
636000,-309.8004150390625,116.43787423715439,123.23863220214844,77.67870330810547,43.91326904296875,-410.79345703125,-143.85523986816406,0.01768261380493641
638000,-304.07135009765625,124.5272305466339,100.0478286743164,94.8311767578125,42.22626495361328,-403.7693176269531,-137.42808532714844,0.020777028053998947
640000,-315.5912170410156,131.70347530127924,106.47164916992188,89.61186981201172,37.15264129638672,-405.92230224609375,-142.9368896484375,0.03183435648679733
642000,-287.3054504394531,126.88660231537105,118.1802978515625,102.07691955566406,38.97510528564453,-408.7034606933594,-137.86444091796875,0.030115175992250443
644000,-305.20544242858887,117.30320171310193,125.07026672363281,81.55209350585938,41.219444274902344,-411.1836223602295,-141.89459228515625,0.030948057770729065
646000,-305.34972381591797,109.79031875158839,126.01801300048828,88.69065856933594,43.70414733886719,-424.96431732177734,-138.87423706054688,0.07597993314266205
648000,-329.78504943847656,131.67868566667138,107.9718246459961,70.74150848388672,38.756431579589844,-402.68128967285156,-144.60806274414062,0.03456174582242966
650000,-302.99132919311523,110.16730872069421,108.16921997070312,94.5434341430664,40.925636291503906,-405.440242767334,-141.25045776367188,0.06107522174715996
652000,-341.2459831237793,125.42610635650186,110.16928100585938,85.9710922241211,38.305999755859375,-429.9414176940918,-145.79600524902344,0.045056700706481934
654000,-308.4332847595215,126.25052178787976,113.95655822753906,85.88957214355469,44.84188461303711,-410.3549461364746,-142.80435180664062,0.03801555186510086
656000,-305.351526260376,126.96578507351659,99.71965026855469,90.75267028808594,45.62690734863281,-397.3736820220947,-144.1109161376953,0.033825770020484924
658000,-267.9623374938965,121.21128532216566,110.19068145751953,93.20210266113281,46.111419677734375,-381.6525535583496,-135.87197875976562,0.05800074711441994
660000,-303.4201412200928,118.55361466613607,102.11018371582031,81.38325500488281,43.28828430175781,-389.8500118255615,-140.38815307617188,0.036325495690107346
662000,-250.129150390625,129.03202627361566,119.89129638671875,93.98374938964844,54.6605110168457,-381.81549072265625,-136.91795349121094,0.06875748187303543
664000,-248.6642608642578,136.96079880614272,120.69189453125,92.8359375,53.34334182739258,-382.7225799560547,-134.266357421875,1.4534814357757568
666000,-301.3596305847168,124.14670736853647,105.6940689086914,87.0771484375,44.54657745361328,-394.97053146362305,-143.8456268310547,0.13873237371444702
668000,-293.940242767334,109.86641423974122,114.52276611328125,80.28866577148438,42.63935852050781,-390.72866439819336,-140.69126892089844,0.028887655586004257
670000,-269.0010108947754,128.77467373389274,122.22665405273438,97.10486602783203,42.75750732421875,-394.32158279418945,-136.78277587890625,0.01433862280100584
672000,-311.26528549194336,121.56950011598268,95.72614288330078,89.55563354492188,43.657806396484375,-397.25365829467773,-143.01194763183594,0.06074756383895874
674000,-290.41405296325684,118.44456542939471,117.9769515991211,95.49111938476562,41.76914978027344,-403.8433437347412,-141.83729553222656,0.02940227836370468
676000,-313.18124771118164,130.4057585113573,104.32184600830078,87.00376892089844,51.33000564575195,-414.48913955688477,-141.37261962890625,0.02491096220910549
678000,-285.50037002563477,118.06704948095681,116.69581604003906,80.51458740234375,52.37662124633789,-395.7119789123535,-139.4253387451172,0.04990356042981148
680000,-278.6293601989746,117.32808282237623,117.47854614257812,99.34648132324219,42.539573669433594,-396.7489891052246,-141.27886962890625,0.03393522650003433
682000,-275.676025390625,126.01287060444346,102.87187194824219,87.27790069580078,44.71991729736328,-373.48406982421875,-137.20248413085938,0.1408703774213791
684000,-248.81681632995605,125.99231167315888,104.36021423339844,99.04698181152344,54.54420852661133,-372.3032054901123,-134.55975341796875,0.09474276006221771
686000,-251.3445053100586,138.04915295322792,114.58047485351562,90.58322143554688,61.78816223144531,-382.0005416870117,-136.36737060546875,0.07152900844812393
688000,-280.1322555541992,134.28819491081524,102.81950378417969,92.35791015625,51.95122528076172,-389.63980865478516,-137.65472412109375,0.03365671634674072
690000,-293.6870765686035,129.87469090095027,97.59275817871094,85.4491195678711,47.459312438964844,-384.1688575744629,-140.04562377929688,0.026238542050123215
692000,-265.64579010009766,124.23382555399651,98.35176086425781,81.92890167236328,65.14186096191406,-366.31580352783203,-144.80691528320312,0.0543815940618515
694000,-289.08740615844727,122.45096143622527,112.35921478271484,88.50141143798828,43.61185073852539,-389.35242080688477,-144.23934936523438,0.0318903885781765
696000,-287.03620529174805,123.90981085109837,109.78141021728516,92.16400146484375,42.7771110534668,-392.6617546081543,-139.1612548828125,0.06429754197597504
698000,-275.583194732666,114.48229451479281,130.75125122070312,84.84359741210938,44.8629150390625,-394.565372467041,-141.52333068847656,0.04775325953960419
700000,-279.3474540710449,107.0034858665318,118.8026123046875,88.868896484375,42.716033935546875,-389.13479232788086,-140.62091064453125,0.020704064518213272
702000,-272.92369079589844,122.6179484398292,109.53045654296875,99.01790618896484,47.910621643066406,-389.19651794433594,-140.22857666015625,0.04241978004574776
704000,-249.76867294311523,129.33504754056358,123.0035400390625,96.15213012695312,47.23278045654297,-380.2046318054199,-135.97808837890625,0.025594357401132584
706000,-293.0863399505615,129.70994502667438,111.29318237304688,95.52638244628906,46.12452697753906,-400.8314571380615,-145.2279052734375,0.028945449739694595
708000,-317.01630210876465,127.84513104209752,103.75822448730469,83.41885375976562,37.86029815673828,-401.3920955657959,-140.6817626953125,0.020207084715366364
710000,-277.64819717407227,121.08631949346207,106.28079223632812,89.6120834350586,46.9439582824707,-382.18310928344727,-138.32505798339844,0.02314748615026474
712000,-295.49563217163086,121.66457659742385,104.85310363769531,79.59309387207031,54.270694732666016,-391.97036361694336,-142.27041625976562,0.028251510113477707
714000,-287.165958404541,107.81810207426629,104.0626220703125,86.25800323486328,42.827449798583984,-385.46554946899414,-134.87355041503906,0.025067437440156937
716000,-298.2175045013428,122.36948037708521,115.760009765625,97.95083618164062,32.2850227355957,-399.65570640563965,-144.5843505859375,0.026693537831306458
718000,-277.0721797943115,129.24890127343457,97.15200805664062,104.65713500976562,44.10464096069336,-383.8296413421631,-139.21633911132812,0.06001030653715134
720000,-281.12989044189453,129.63549608251762,106.13369750976562,81.5511474609375,49.034122467041016,-382.7150344848633,-135.44146728515625,0.30765992403030396
722000,-270.06035804748535,125.16412291178993,113.80137634277344,87.3715591430664,48.410545349121094,-383.7654972076416,-135.89678955078125,0.018454138189554214
724000,-270.6689910888672,124.38457580430561,114.67998504638672,85.07002258300781,47.560035705566406,-379.13612365722656,-138.8818817138672,0.03895923122763634
726000,-298.3343276977539,125.99428981282085,101.91917419433594,85.28999328613281,46.795257568359375,-386.6539077758789,-145.72581481933594,0.04096607863903046
728000,-297.51485443115234,129.8916937545766,96.46455383300781,85.06464385986328,38.91967010498047,-378.5503463745117,-139.43772888183594,0.02436736971139908
730000,-288.7553539276123,124.53366807628531,92.53329467773438,99.64372253417969,44.060813903808594,-388.3189220428467,-136.70433044433594,0.030064579099416733
732000,-279.5444755554199,126.60898813702953,97.83993530273438,86.38251495361328,53.76893615722656,-383.0693168640137,-134.49269104003906,0.026158010587096214
734000,-279.6036720275879,114.84916509892264,108.7459945678711,105.35722351074219,39.48014831542969,-393.5369300842285,-139.68185424804688,0.031788527965545654
736000,-312.96262550354004,128.47788417859667,103.31098937988281,80.14370727539062,43.287559509277344,-401.6132297515869,-138.1300811767578,0.03843536227941513
738000,-272.9719581604004,122.59927617354016,119.57554626464844,84.03668975830078,42.24713134765625,-384.0484504699707,-134.8197784423828,0.036912497133016586
740000,-304.5666732788086,126.45589384839265,95.43301391601562,88.66175842285156,48.039947509765625,-392.7387924194336,-143.9888458251953,0.02623629942536354
742000,-302.47461318969727,121.41539960601486,121.88046264648438,74.01875305175781,31.03353500366211,-389.7040138244629,-139.74134826660156,0.03798903897404671
744000,-309.5299606323242,132.6704082629858,95.0905532836914,80.13430786132812,45.10574722290039,-387.66585540771484,-142.24986267089844,0.05516543239355087
746000,-288.2870121002197,121.66020868210087,96.57823944091797,87.43348693847656,51.983272552490234,-382.0893802642822,-142.25177001953125,0.05911141261458397
748000,-270.22392082214355,119.44864854001314,105.60484313964844,93.2877197265625,46.41471862792969,-377.72900199890137,-137.8368682861328,0.03466498479247093
750000,-289.2180633544922,123.1699523145199,102.9512939453125,80.47051239013672,44.82868957519531,-381.4644317626953,-136.11468505859375,0.1105831190943718
752000,-274.9549102783203,127.74613258433232,96.8887939453125,100.59973907470703,40.877044677734375,-373.82521057128906,-139.59942626953125,0.10413839668035507
754000,-270.5439567565918,127.5738171814077,113.05145263671875,92.08417510986328,54.47722625732422,-388.62035751342773,-141.6029510498047,0.06648218631744385
756000,-281.25005531311035,126.6069185227011,99.95516967773438,92.76177215576172,52.50706481933594,-384.9802188873291,-141.52203369140625,0.028195016086101532
758000,-262.6963062286377,120.67969173242656,102.857421875,96.4124984741211,57.82200622558594,-378.2707691192627,-141.5523681640625,0.03489481285214424
760000,-294.017879486084,121.25513599039499,90.06060028076172,83.54065704345703,48.66877365112305,-374.0965232849121,-142.2321319580078,0.040730878710746765
762000,-272.12328147888184,135.0562619476601,96.59071350097656,90.8231201171875,63.19850540161133,-384.6560573577881,-138.1422576904297,0.06271278113126755
764000,-246.7778377532959,127.81352654483916,117.19851684570312,89.08360290527344,60.43998336791992,-378.66396141052246,-134.88131713867188,0.045346133410930634
766000,-287.7144546508789,123.12211106396671,110.75871276855469,91.65084838867188,49.52642059326172,-402.44532012939453,-137.23440551757812,0.029297586530447006
768000,-298.7313823699951,130.97879012499814,119.16191864013672,89.5845947265625,44.01816177368164,-406.33236503601074,-145.1903076171875,0.02661348693072796
770000,-305.6054000854492,128.1786476759731,93.75079345703125,83.10458374023438,48.58448791503906,-388.90856170654297,-142.1847686767578,0.048036232590675354
772000,-318.77830505371094,113.91265889814395,105.15989685058594,78.8203353881836,46.41475296020508,-411.3061981201172,-137.90200805664062,0.0348949208855629
774000,-299.25117111206055,126.54001623852645,95.92225646972656,73.22777557373047,52.156227111816406,-378.9541435241699,-141.63270568847656,0.02942812442779541
776000,-301.37511825561523,135.46371298069369,106.50897216796875,79.67864227294922,50.01586151123047,-398.66735458374023,-138.94891357421875,0.03764659911394119
