#"Step","Potential Energy (kJ/mole)","Temperature (K)","Harmonic Bond Energy (kJ/mol)","Harmonic Angle Energy (kJ/mol)","Periodic Torsion Energy (kJ/mol)","LJ 12-10 Contact Energy (kJ/mol)","LJ 12 Repulsion Energy (kJ/mol)"
7600,-71.90798950195312,87.16488050800105,20.211368560791016,19.077407836914062,9.636101722717285,-120.83792114257812,0.0050523350946605206
7700,-72.47505187988281,87.91690580053242,26.053640365600586,24.61638069152832,7.84629487991333,-130.99734497070312,0.005979418754577637
7800,-74.73902893066406,91.25470444787852,27.38367462158203,18.633262634277344,9.988306999206543,-130.7544708251953,0.010190422646701336
7900,-74.55789947509766,97.61826816637071,25.83173942565918,20.179407119750977,12.668428421020508,-133.25709533691406,0.019625142216682434
8000,-77.68603515625,98.24308087303456,19.768260955810547,24.354761123657227,13.619811058044434,-135.45143127441406,0.022555705159902573
8100,-76.40617370605469,100.78154020725837,21.70317840576172,17.873464584350586,15.518552780151367,-131.51052856445312,0.009161743335425854
8200,-66.12718200683594,94.27801301330909,24.239288330078125,20.952877044677734,16.688156127929688,-128.0126190185547,0.005110970698297024
8300,-70.3536376953125,95.69525431857254,21.525869369506836,19.63905906677246,13.244016647338867,-124.76792907714844,0.005340986885130405
8400,-76.09657287597656,102.50846372527428,23.118492126464844,18.379871368408203,11.07077407836914,-128.67405700683594,0.008352527394890785
8500,-73.41163635253906,94.31688697729761,22.84095573425293,22.03392791748047,13.145865440368652,-131.44927978515625,0.01690104231238365
8600,-72.41468048095703,93.10856335851,20.82696533203125,27.661876678466797,9.517951965332031,-130.44351196289062,0.022042617201805115
8700,-91.72604370117188,115.47004886146559,16.22873878479004,12.895938873291016,10.530484199523926,-131.40484619140625,0.023645730689167976
8800,-73.79620361328125,88.64093457461718,16.248310089111328,22.603517532348633,12.94890022277832,-125.6133804321289,0.01645137369632721
8900,-79.94966125488281,97.49773689371389,21.79630470275879,16.074081420898438,11.894187927246094,-129.72476196289062,0.01052883267402649
9000,-74.41746520996094,87.71698255716286,22.182029724121094,19.837223052978516,11.277490615844727,-127.72403717041016,0.009823533706367016
9100,-77.1229019165039,102.0049947542471,15.722376823425293,21.987144470214844,12.687742233276367,-127.53089141845703,0.010729946196079254
9200,-76.00978088378906,104.66583968839937,19.39084243774414,18.712757110595703,14.715561866760254,-128.83738708496094,0.00843901839107275
9300,-69.59027099609375,94.10649729907009,25.769161224365234,15.077595710754395,17.9876708984375,-128.43429565429688,0.009594833478331566
9400,-63.857643127441406,93.72823365243083,26.43593978881836,16.14865493774414,18.765338897705078,-125.2217025756836,0.014127001166343689
9500,-73.91584777832031,108.48303928579328,21.61154556274414,13.692011833190918,13.13133716583252,-122.36190795898438,0.011172151193022728
9600,-66.3198471069336,99.535527864594,23.370187759399414,23.913175582885742,12.429830551147461,-126.04170227050781,0.00866018421947956
9700,-71.31100463867188,97.00993412061572,22.465599060058594,19.85430908203125,16.08342170715332,-129.72293090820312,0.008585342206060886
9800,-75.05535888671875,103.26473294207683,24.22999382019043,17.80063247680664,14.976240158081055,-132.0681610107422,0.005938602611422539
9900,-73.97250366210938,101.21537632171895,22.496871948242188,17.876476287841797,12.907857894897461,-127.26142120361328,0.007708121091127396
10000,-72.36781311035156,101.44613492477058,22.70216941833496,24.961475372314453,10.914804458618164,-130.95721435546875,0.010960204526782036
10100,-75.257080078125,99.45608810194129,26.90734100341797,18.766504287719727,10.915593147277832,-131.86048889160156,0.013966397382318974
10200,-79.03544616699219,104.12169977644002,23.108707427978516,17.037914276123047,11.862218856811523,-131.0556182861328,0.011331155896186829
10300,-78.24006652832031,108.88906049117921,23.34998321533203,18.10820960998535,11.816259384155273,-131.52354431152344,0.009014411829411983
10400,-67.81362915039062,95.59062820354467,28.85863494873047,23.273998260498047,12.263029098510742,-132.2130126953125,0.0037124319933354855
10500,-70.69092559814453,93.36136360428537,20.885696411132812,20.526592254638672,14.080423355102539,-126.18816375732422,0.0045320517383515835
10600,-74.89329528808594,99.80356418083846,23.498708724975586,16.989097595214844,11.615959167480469,-127.00315856933594,0.006092333234846592
10700,-67.86324310302734,85.35186458928571,18.026477813720703,28.669551849365234,11.855542182922363,-126.4214859008789,0.0066721439361572266
10800,-87.12353515625,103.54888470048618,15.667898178100586,18.204439163208008,8.314055442810059,-129.32167053222656,0.011745914816856384
10900,-82.36263275146484,102.53374566152941,20.332902908325195,19.6019287109375,10.224175453186035,-132.5288848876953,0.0072532352060079575
11000,-74.8558349609375,89.05657151832924,23.38631248474121,18.765974044799805,11.940412521362305,-128.95590209960938,0.007357155904173851
11100,-79.80625915527344,88.83312508209622,19.406394958496094,18.13117218017578,12.659520149230957,-130.00885009765625,0.005508653819561005
11200,-73.91694641113281,94.98770420539661,18.279129028320312,25.113380432128906,13.677845001220703,-130.99136352539062,0.0040584453381598
11300,-73.79229736328125,90.81684425207072,21.4810733795166,20.84482765197754,15.461233139038086,-131.5870361328125,0.007608674466609955
11400,-79.44245910644531,96.30555739225517,20.000308990478516,18.95020294189453,13.090250015258789,-131.49276733398438,0.009556599892675877
11500,-83.88642883300781,106.52911361120906,20.966812133789062,19.267654418945312,9.146302223205566,-133.27723693847656,0.010047856718301773
11600,-77.52647399902344,99.22080838136652,22.815082550048828,21.603561401367188,11.940788269042969,-133.90628051757812,0.02036791481077671
11700,-79.64253997802734,93.86598914026033,17.308486938476562,20.209808349609375,14.391424179077148,-131.56236267089844,0.010105317458510399
11800,-87.33426666259766,100.07058730795511,16.29562759399414,17.193025588989258,15.160043716430664,-135.99159240722656,0.008626596070826054
11900,-79.7032470703125,93.358171102694,19.123388290405273,21.116085052490234,14.227062225341797,-134.1746368408203,0.004856735467910767
12000,-77.85418701171875,99.08502192146464,20.21975326538086,19.95164680480957,12.17627239227295,-130.20762634277344,0.005764996632933617
12100,-72.4339828491211,87.27640777916359,17.613719940185547,21.60041618347168,16.470849990844727,-128.12586975097656,0.006902338936924934
12200,-69.98686218261719,84.26240908364323,23.613475799560547,21.649234771728516,13.288609504699707,-128.54928588867188,0.011102477088570595
12300,-74.3896713256836,88.07651176332573,16.84999656677246,23.84416961669922,13.011445999145508,-128.115478515625,0.020197706297039986
12400,-85.4417724609375,109.68529332820208,19.349102020263672,17.533069610595703,11.27241325378418,-133.60861206054688,0.012258149683475494
12500,-68.45744323730469,91.0691856952222,21.552391052246094,21.264833450317383,14.238707542419434,-125.52261352539062,0.009243369102478027
12600,-71.9213638305664,95.10504297646204,21.736133575439453,17.99498748779297,16.051944732666016,-127.72137451171875,0.01694273203611374
12700,-66.63536834716797,81.37309000117088,20.88631820678711,17.899080276489258,17.52606964111328,-122.97543334960938,0.028599463403224945
12800,-70.27345275878906,88.66026163514947,20.253158569335938,22.299917221069336,16.57091522216797,-129.41015625,0.012718921527266502
12900,-81.13463592529297,106.55782700875554,18.310535430908203,19.690269470214844,12.140609741210938,-131.28433227539062,0.00827360711991787
13000,-74.800048828125,98.85166343687753,22.639516830444336,19.842077255249023,16.475887298583984,-133.76541137695312,0.007868561893701553
13100,-71.043701171875,91.63041600492227,22.430648803710938,20.039974212646484,16.198902130126953,-129.72193908691406,0.00871058739721775
13200,-80.55908203125,105.2782264906656,18.907920837402344,16.935997009277344,14.972281455993652,-131.3863067626953,0.011021919548511505
13300,-74.76134490966797,90.41308838464037,19.899696350097656,18.532123565673828,13.684751510620117,-126.88992309570312,0.012011265382170677
13400,-70.46420288085938,84.4003270640687,23.654006958007812,22.235321044921875,10.835378646850586,-127.20491027832031,0.016004279255867004
13500,-67.35726928710938,82.61605321806384,25.414670944213867,21.606231689453125,12.250564575195312,-126.66126251220703,0.032528188079595566
13600,-77.47551727294922,104.11420600024947,22.610809326171875,18.233638763427734,10.711029052734375,-129.0513153076172,0.020325850695371628
13700,-81.17241668701172,99.67668613855086,20.966136932373047,20.8712100982666,12.135342597961426,-135.15599060058594,0.010880452580749989
13800,-75.25603485107422,98.2574566885838,23.849056243896484,24.110095977783203,9.100680351257324,-132.3224639892578,0.006592165678739548
13900,-74.10606384277344,95.95019564325952,25.8947696685791,16.979875564575195,11.694514274597168,-128.67977905273438,0.004569005686789751
14000,-79.69459533691406,91.715045972258,23.913591384887695,18.706966400146484,9.931174278259277,-132.25070190429688,0.004374072887003422
14100,-83.39170837402344,96.97248435643891,20.981517791748047,17.582691192626953,8.331565856933594,-130.2913055419922,0.0038249967619776726
14200,-90.09398651123047,101.37308972368862,23.03012466430664,11.308549880981445,9.058809280395508,-133.49600219726562,0.0045297653414309025
14300,-84.22782897949219,95.42254395059699,21.977563858032227,14.95855712890625,11.569379806518555,-132.7410125732422,0.007685487158596516
14400,-81.57525634765625,102.85164808796027,19.794361114501953,15.451244354248047,11.77975082397461,-128.60923767089844,0.008623397909104824
14500,-69.99052429199219,83.87474954160177,28.53984832763672,17.87312126159668,13.956972122192383,-130.37623596191406,0.015765851363539696
14600,-77.81700134277344,96.19142068116912,20.781923294067383,12.989200592041016,15.082918167114258,-126.68116760253906,0.010123929008841515
14700,-73.67573547363281,98.75783830028757,22.257282257080078,19.535303115844727,13.646291732788086,-129.12496948242188,0.01036481186747551
14800,-75.31779479980469,93.7028848074597,23.34772300720215,18.39229965209961,12.254852294921875,-129.3221893310547,0.009525635279715061
14900,-70.19891357421875,90.59025310618631,26.91512680053711,22.65589141845703,10.931648254394531,-130.70953369140625,0.007950122468173504
15000,-74.356689453125,93.02469806221413,25.31954574584961,20.703536987304688,10.881807327270508,-131.27145385742188,0.009883066639304161
15100,-78.05995178222656,92.4257503534733,23.54168701171875,18.496265411376953,12.2998628616333,-132.41102600097656,0.013261748477816582
15200,-79.67263793945312,91.16190205880437,20.898757934570312,16.180946350097656,9.618542671203613,-126.37863159179688,0.007745963986963034
15300,-90.18161010742188,103.305480350113,16.637121200561523,15.517868041992188,11.613371849060059,-133.95443725585938,0.004470936954021454
15400,-76.93392944335938,83.46518217426855,23.34477996826172,19.315261840820312,11.899052619934082,-131.49722290039062,0.004205914679914713
15500,-92.50209045410156,101.84242569117436,17.78642463684082,19.258621215820312,8.81777572631836,-138.3717498779297,0.00684734620153904
15600,-85.96817016601562,98.57921114537791,19.580097198486328,17.023508071899414,11.009407043457031,-133.60031127929688,0.01914007030427456
15700,-69.8583984375,75.66469642962468,23.541881561279297,18.22339630126953,11.657571792602539,-123.32088470458984,0.03962778300046921
15800,-83.55816650390625,88.32013595662288,21.24144172668457,17.879329681396484,7.368766784667969,-130.06222534179688,0.014525950886309147
15900,-92.41539764404297,100.53418824264196,19.56537628173828,14.356388092041016,8.527450561523438,-134.87179565429688,0.007175719365477562
16000,-90.6541519165039,96.56342358366958,23.559953689575195,12.284210205078125,9.618240356445312,-136.12074279785156,0.004191357642412186
16100,-81.15595245361328,89.08474964614784,21.51447868347168,18.868770599365234,11.241680145263672,-132.78514099121094,0.004259910900145769
16200,-84.55946350097656,88.96387427152308,20.87880516052246,20.111225128173828,8.857145309448242,-134.41357421875,0.006926571950316429
16300,-81.84941101074219,85.75382347977241,23.864551544189453,21.111125946044922,9.061285018920898,-135.89686584472656,0.01049452368170023
16400,-80.55183410644531,85.23347439554048,23.211658477783203,18.606746673583984,9.459922790527344,-131.84039306640625,0.010238690301775932
16500,-71.77442932128906,80.31349489963466,26.44977569580078,20.165027618408203,12.526153564453125,-130.92462158203125,0.009245885536074638
16600,-84.0239486694336,102.37219934597249,25.258285522460938,22.830209732055664,7.935940742492676,-140.05596923828125,0.007581342943012714
16700,-90.63481140136719,109.92667130031965,16.53005027770996,21.06513786315918,10.679168701171875,-138.91773986816406,0.008569066412746906
16800,-80.50106811523438,97.679193331471,23.931621551513672,15.216431617736816,11.623960494995117,-131.28347778320312,0.01039846334606409
16900,-73.82554626464844,90.84257543256177,24.140823364257812,21.182273864746094,10.70666217803955,-129.8694610595703,0.014155987650156021
17000,-75.852294921875,89.76081442925782,20.53363037109375,25.860301971435547,7.8624114990234375,-130.11766052246094,0.009017819538712502
17100,-73.14360809326172,87.27542326519978,24.403541564941406,19.39298439025879,11.759721755981445,-128.70553588867188,0.005670235492289066
17200,-83.02008819580078,95.43348830485489,17.027729034423828,18.06958770751953,8.801660537719727,-126.92398071289062,0.004913929384201765
17300,-74.01050567626953,88.78421481070963,18.92890167236328,22.361740112304688,11.803248405456543,-127.10891723632812,0.004524209536612034
17400,-77.60652923583984,99.82554847323424,23.16363525390625,17.050735473632812,10.542669296264648,-128.36856079101562,0.004988073371350765
17500,-76.83926391601562,97.54024304514172,23.70012664794922,17.59189224243164,10.003419876098633,-128.14019775390625,0.005497790407389402
17600,-75.59748840332031,91.60874713933043,27.206180572509766,16.396089553833008,9.324909210205078,-128.5324249267578,0.007767336908727884
17700,-69.2191390991211,82.27140642201412,30.117813110351562,18.280033111572266,8.662261009216309,-126.2913818359375,0.012131975032389164
17800,-77.67107391357422,91.288608050108,21.502159118652344,16.86383056640625,9.809283256530762,-125.85490417480469,0.008547395467758179
17900,-67.7712173461914,78.07173270806777,23.314571380615234,23.781145095825195,11.042661666870117,-125.9167251586914,0.007131604012101889
18000,-79.74108123779297,87.32440044530237,20.760398864746094,16.000532150268555,8.370050430297852,-124.87975311279297,0.0076892441138625145
18100,-89.57388305664062,105.479000430567,23.129871368408203,15.507646560668945,7.9261393547058105,-136.14495849609375,0.007418383844196796
18200,-85.9798583984375,100.33543112260817,22.187292098999023,19.64727020263672,5.857217311859131,-133.68063354492188,0.008984153158962727
18300,-82.60227966308594,91.86099299860193,22.66754913330078,16.38581085205078,8.347820281982422,-130.0139617919922,0.010500708594918251
18400,-79.9747314453125,95.49502520678705,24.908361434936523,17.552406311035156,9.326847076416016,-131.77284240722656,0.0104938093572855
18500,-77.22147369384766,85.31151863354548,23.17389488220215,21.297548294067383,6.757411479949951,-128.46975708007812,0.019436175003647804
18600,-80.721923828125,91.04676171697851,23.88968276977539,15.72863483428955,8.678041458129883,-129.02664184570312,0.008360964246094227
18700,-72.18653106689453,85.36121269274793,26.093992233276367,22.270360946655273,10.526857376098633,-131.08201599121094,0.004277365282177925
18800,-76.52915954589844,86.02570226799213,23.811153411865234,20.926515579223633,9.318639755249023,-130.59010314941406,0.004643485881388187
18900,-78.44412994384766,84.02870649708817,24.840852737426758,14.916783332824707,9.674263000488281,-127.88630676269531,0.010279564186930656
19000,-81.7884521484375,87.3819419410513,18.65471649169922,19.995494842529297,8.825689315795898,-129.2761993408203,0.011833276599645615
19100,-88.95439147949219,99.35751244651624,20.871721267700195,19.022411346435547,7.647822856903076,-136.50540161132812,0.009065715596079826
19200,-86.20661926269531,96.5758112545152,21.816020965576172,23.045429229736328,5.6617865562438965,-136.7378387451172,0.007987109944224358
19300,-98.23141479492188,108.24861026175037,18.820804595947266,12.486942291259766,5.799474239349365,-135.34625244140625,0.007621059659868479
19400,-85.90251159667969,99.85791317499601,24.534698486328125,15.651426315307617,7.189704895019531,-133.28289794921875,0.004551201593130827
19500,-74.57986450195312,76.28646956890512,27.761619567871094,18.216121673583984,8.948881149291992,-129.50917053222656,0.002670732792466879
19600,-70.66995239257812,76.4674624248443,26.830108642578125,20.172531127929688,11.677835464477539,-129.35421752929688,0.0037922505289316177
19700,-82.31500244140625,97.0573054915346,20.197662353515625,15.665559768676758,5.884045600891113,-124.06550598144531,0.0032423899974673986
19800,-80.78877258300781,100.2967578847676,20.783187866210938,17.52748680114746,7.387921333312988,-126.49433898925781,0.006970718502998352
19900,-70.03784942626953,92.89235262199158,23.14002227783203,22.549365997314453,11.146533966064453,-126.887451171875,0.013681825250387192
20000,-73.31349182128906,99.97104625534226,26.016376495361328,20.036163330078125,11.750507354736328,-131.12826538085938,0.011731822043657303
20100,-83.17449951171875,118.3158294866063,21.63022804260254,16.53181266784668,10.470894813537598,-131.81594848632812,0.008521705865859985
20200,-65.99060821533203,101.1183873587016,30.343957901000977,31.017494201660156,9.029821395874023,-136.3870086669922,0.005133878439664841
20300,-77.27571105957031,116.1553374889938,30.969924926757812,20.251420974731445,6.83920955657959,-135.3455047607422,0.009240778163075447
20400,-76.61433410644531,111.09874951181826,24.90053367614746,25.823814392089844,7.5066328048706055,-134.85986328125,0.014555703848600388
20500,-71.2797622680664,113.79381347500394,23.651371002197266,26.322797775268555,7.5763068199157715,-128.84054565429688,0.010300341062247753
20600,-67.44210052490234,106.22783322150698,33.8579216003418,20.602327346801758,10.684982299804688,-132.59463500976562,0.0073011270724236965
20700,-69.65364074707031,106.42425809486922,27.114543914794922,25.995141983032227,8.886878967285156,-131.6567840576172,0.006571071222424507
20800,-65.6893310546875,107.50437505543749,29.36730194091797,19.72157096862793,12.20699405670166,-126.994873046875,0.009668880142271519
20900,-64.9287338256836,106.64090851723556,29.004230499267578,20.2476749420166,12.278736114501953,-126.47139739990234,0.012020169757306576
21000,-69.62187194824219,112.2965397870319,27.196428298950195,19.51797103881836,10.561239242553711,-126.9027099609375,0.005189494229853153
21100,-71.26750946044922,108.86820408856721,26.214508056640625,22.054887771606445,9.532259941101074,-129.07347106933594,0.004303224850445986
21200,-70.02901458740234,102.3585786430751,28.972030639648438,20.956356048583984,9.950161933898926,-129.91319274902344,0.005640041083097458
21300,-72.74639129638672,104.60194186463167,26.744792938232422,24.241779327392578,9.857086181640625,-133.5977325439453,0.007692701183259487
21400,-74.6490478515625,103.40717204002543,27.42376708984375,17.701480865478516,10.170177459716797,-129.95654296875,0.012079188600182533
21500,-64.59741973876953,90.80058543408586,31.37069320678711,18.96006202697754,10.540671348571777,-125.49373626708984,0.024889295920729637
21600,-71.02503204345703,88.06303443624832,30.08946990966797,16.28213882446289,12.098577499389648,-129.54710388183594,0.05188395082950592
21700,-78.99050903320312,92.64304118783552,24.39065933227539,16.171123504638672,12.641605377197266,-132.22398376464844,0.030085984617471695
21800,-82.73725891113281,101.36191596811877,21.787158966064453,17.291034698486328,8.766098022460938,-130.60183715820312,0.0202790480107069
21900,-85.51063537597656,106.19207529200587,28.126487731933594,15.19668197631836,5.888970375061035,-134.7313232421875,0.008540213108062744
22000,-80.15531921386719,93.73627225673728,25.081954956054688,16.75128936767578,9.334095001220703,-131.32916259765625,0.006505521014332771
22100,-72.26726531982422,77.30607715425103,27.103683471679688,20.073505401611328,10.10855770111084,-129.56007385253906,0.007071570958942175
